case_id,AMOUNT_REQ,resource,activity,Start_Time,End_Time,REG_DATE
196566,7500,112.0,A_SUBMITTED,2011-12-29T22:04:01.959,2011-12-29T22:04:01.959,2011-12-29T22:04:01.958
196566,7500,112.0,A_PARTLYSUBMITTED,2011-12-29T22:04:02.350,2011-12-29T22:04:02.350,2011-12-29T22:04:01.958
196566,7500,112.0,A_DECLINED,2011-12-29T22:04:43.390,2011-12-29T22:04:43.390,2011-12-29T22:04:01.958
196572,10000,112.0,A_SUBMITTED,2011-12-29T22:33:26.791,2011-12-29T22:33:26.791,2011-12-29T22:33:26.791
196572,10000,112.0,A_PARTLYSUBMITTED,2011-12-29T22:33:26.969,2011-12-29T22:33:26.969,2011-12-29T22:33:26.791
196572,10000,112.0,A_PREACCEPTED,2011-12-29T22:34:00.904,2011-12-29T22:34:00.904,2011-12-29T22:33:26.791
196572,10000,10909.0,W_Completeren aanvraag,2011-12-30T12:02:45.355,2011-12-30T12:08:39.797,2011-12-29T22:33:26.791
196572,10000,10909.0,A_DECLINED,2011-12-30T12:08:35.499,2011-12-30T12:08:35.499,2011-12-29T22:33:26.791
196599,5000,112.0,A_SUBMITTED,2011-12-29T23:33:42.423,2011-12-29T23:33:42.423,2011-12-29T23:33:42.422
196599,5000,112.0,A_PARTLYSUBMITTED,2011-12-29T23:33:44.852,2011-12-29T23:33:44.852,2011-12-29T23:33:42.422
196599,5000,112.0,A_DECLINED,2011-12-29T23:34:23.814,2011-12-29T23:34:23.814,2011-12-29T23:33:42.422
196608,5000,112.0,A_SUBMITTED,2011-12-30T00:16:23.651,2011-12-30T00:16:23.651,2011-12-30T00:16:23.651
196608,5000,112.0,A_PARTLYSUBMITTED,2011-12-30T00:16:23.827,2011-12-30T00:16:23.827,2011-12-30T00:16:23.651
196608,5000,112.0,A_DECLINED,2011-12-30T00:17:01.257,2011-12-30T00:17:01.257,2011-12-30T00:16:23.651
196611,2500,112.0,A_SUBMITTED,2011-12-30T00:22:07.241,2011-12-30T00:22:07.241,2011-12-30T00:22:07.241
196611,2500,112.0,A_PARTLYSUBMITTED,2011-12-30T00:22:07.398,2011-12-30T00:22:07.398,2011-12-30T00:22:07.241
196611,2500,112.0,A_PREACCEPTED,2011-12-30T00:22:42.895,2011-12-30T00:22:42.895,2011-12-30T00:22:07.241
196611,2500,10861.0,W_Completeren aanvraag,2011-12-30T14:14:47.813,2011-12-30T14:16:37.140,2011-12-30T00:22:07.241
196611,2500,11202.0,A_DECLINED,2011-12-30T19:46:21.714,2011-12-30T19:46:21.714,2011-12-30T00:22:07.241
196614,6500,112.0,A_SUBMITTED,2011-12-30T00:26:57.880,2011-12-30T00:26:57.880,2011-12-30T00:26:57.880
196614,6500,112.0,A_PARTLYSUBMITTED,2011-12-30T00:26:58.029,2011-12-30T00:26:58.029,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Afhandelen leads,2011-12-30T09:51:49.730,2011-12-30T09:55:20.278,2011-12-30T00:26:57.880
196614,6500,11003.0,A_PREACCEPTED,2011-12-30T09:55:19.074,2011-12-30T09:55:19.074,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Completeren aanvraag,2011-12-30T12:38:42.036,2011-12-30T12:52:11.635,2011-12-30T00:26:57.880
196614,6500,11003.0,A_ACCEPTED,2011-12-30T12:47:08.407,2011-12-30T12:47:08.407,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SELECTED,2011-12-30T12:52:08.968,2011-12-30T12:52:08.968,2011-12-30T00:26:57.880
196614,6500,11003.0,A_FINALIZED,2011-12-30T12:52:08.968,2011-12-30T12:52:08.968,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CREATED,2011-12-30T12:52:10.391,2011-12-30T12:52:10.391,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SENT,2011-12-30T12:52:10.433,2011-12-30T12:52:10.433,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Nabellen offertes,2011-12-30T12:52:21.061,2011-12-30T12:53:01.752,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SELECTED,2011-12-30T12:52:57.675,2011-12-30T12:52:57.675,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CANCELLED,2011-12-30T12:52:57.675,2011-12-30T12:52:57.675,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CREATED,2011-12-30T12:52:58.892,2011-12-30T12:52:58.892,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SENT,2011-12-30T12:52:58.918,2011-12-30T12:52:58.918,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Nabellen offertes,2011-12-30T12:53:14.567,2011-12-30T12:53:50.518,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CANCELLED,2011-12-30T12:53:46.925,2011-12-30T12:53:46.925,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SELECTED,2011-12-30T12:53:46.926,2011-12-30T12:53:46.926,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CREATED,2011-12-30T12:53:47.930,2011-12-30T12:53:47.930,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SENT,2011-12-30T12:53:48.006,2011-12-30T12:53:48.006,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Nabellen offertes,2011-12-30T12:54:01.417,2011-12-30T12:54:36.029,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CANCELLED,2011-12-30T12:54:32.793,2011-12-30T12:54:32.793,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SELECTED,2011-12-30T12:54:32.793,2011-12-30T12:54:32.793,2011-12-30T00:26:57.880
196614,6500,11003.0,O_CREATED,2011-12-30T12:54:34.157,2011-12-30T12:54:34.157,2011-12-30T00:26:57.880
196614,6500,11003.0,O_SENT,2011-12-30T12:54:34.187,2011-12-30T12:54:34.187,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Nabellen offertes,2011-12-30T12:54:50.251,2011-12-30T12:56:51.407,2011-12-30T00:26:57.880
196614,6500,11003.0,W_Nabellen offertes,2011-12-30T12:56:58.986,2011-12-30T12:58:21.728,2011-12-30T00:26:57.880
196614,6500,11049.0,W_Nabellen offertes,2012-01-17T09:31:03.533,2012-01-17T09:31:41.756,2011-12-30T00:26:57.880
196614,6500,11049.0,O_SENT_BACK,2012-01-17T09:31:40.047,2012-01-17T09:31:40.047,2011-12-30T00:26:57.880
196614,6500,10629.0,W_Valideren aanvraag,2012-01-20T14:34:14.439,2012-01-20T14:49:18.357,2011-12-30T00:26:57.880
196614,6500,10629.0,A_APPROVED,2012-01-20T14:49:10.385,2012-01-20T14:49:10.385,2011-12-30T00:26:57.880
196614,6500,10629.0,O_ACCEPTED,2012-01-20T14:49:10.385,2012-01-20T14:49:10.385,2011-12-30T00:26:57.880
196614,6500,10629.0,A_REGISTERED,2012-01-20T14:49:10.385,2012-01-20T14:49:10.385,2011-12-30T00:26:57.880
196614,6500,10629.0,A_ACTIVATED,2012-01-20T14:49:10.386,2012-01-20T14:49:10.386,2011-12-30T00:26:57.880
196617,7500,112.0,A_SUBMITTED,2011-12-30T00:31:18.937,2011-12-30T00:31:18.937,2011-12-30T00:31:18.937
196617,7500,112.0,A_PARTLYSUBMITTED,2011-12-30T00:31:19.019,2011-12-30T00:31:19.019,2011-12-30T00:31:18.937
196617,7500,11003.0,W_Afhandelen leads,2011-12-30T09:55:26.729,2011-12-30T10:01:19.643,2011-12-30T00:31:18.937
196617,7500,11003.0,A_DECLINED,2011-12-30T10:01:14.819,2011-12-30T10:01:14.819,2011-12-30T00:31:18.937
196620,10000,112.0,A_SUBMITTED,2011-12-30T00:57:07.257,2011-12-30T00:57:07.257,2011-12-30T00:57:07.257
196620,10000,112.0,A_PARTLYSUBMITTED,2011-12-30T00:57:07.389,2011-12-30T00:57:07.389,2011-12-30T00:57:07.257
196620,10000,11003.0,W_Afhandelen leads,2011-12-30T10:01:28.498,2011-12-30T10:02:17.697,2011-12-30T00:57:07.257
196620,10000,11003.0,A_PREACCEPTED,2011-12-30T10:02:16.787,2011-12-30T10:02:16.787,2011-12-30T00:57:07.257
196620,10000,10909.0,W_Completeren aanvraag,2011-12-30T13:18:29.154,2011-12-30T13:20:14.295,2011-12-30T00:57:07.257
196620,10000,10982.0,W_Completeren aanvraag,2011-12-31T11:18:17.763,2011-12-31T14:03:44.023,2011-12-30T00:57:07.257
196620,10000,10982.0,W_Completeren aanvraag,2011-12-31T14:05:11.605,2011-12-31T14:06:11.757,2011-12-30T00:57:07.257
196620,10000,10982.0,A_CANCELLED,2011-12-31T14:06:10.208,2011-12-31T14:06:10.208,2011-12-30T00:57:07.257
196626,10000,112.0,A_SUBMITTED,2011-12-30T02:07:29.229,2011-12-30T02:07:29.229,2011-12-30T02:07:29.229
196626,10000,112.0,A_PARTLYSUBMITTED,2011-12-30T02:07:30.417,2011-12-30T02:07:30.417,2011-12-30T02:07:29.229
196626,10000,112.0,A_DECLINED,2011-12-30T02:08:07.982,2011-12-30T02:08:07.982,2011-12-30T02:07:29.229
196629,25000,112.0,A_SUBMITTED,2011-12-30T05:56:28.173,2011-12-30T05:56:28.173,2011-12-30T05:56:28.172
196629,25000,112.0,A_PARTLYSUBMITTED,2011-12-30T05:56:30.555,2011-12-30T05:56:30.555,2011-12-30T05:56:28.172
196629,25000,112.0,A_DECLINED,2011-12-30T05:57:16.888,2011-12-30T05:57:16.888,2011-12-30T05:56:28.172
196639,15000,112.0,A_SUBMITTED,2011-12-30T08:05:26.143,2011-12-30T08:05:26.143,2011-12-30T08:05:26.135
196639,15000,112.0,A_PARTLYSUBMITTED,2011-12-30T08:05:34.183,2011-12-30T08:05:34.183,2011-12-30T08:05:26.135
196639,15000,112.0,A_PREACCEPTED,2011-12-30T08:06:31.068,2011-12-30T08:06:31.068,2011-12-30T08:05:26.135
196639,15000,11003.0,W_Completeren aanvraag,2011-12-30T12:18:54.704,2011-12-30T12:20:39.641,2011-12-30T08:05:26.135
196639,15000,11003.0,W_Completeren aanvraag,2011-12-30T14:09:26.393,2011-12-30T14:16:53.604,2011-12-30T08:05:26.135
196639,15000,11003.0,A_ACCEPTED,2011-12-30T14:12:48.115,2011-12-30T14:12:48.115,2011-12-30T08:05:26.135
196639,15000,11003.0,A_FINALIZED,2011-12-30T14:16:51.659,2011-12-30T14:16:51.659,2011-12-30T08:05:26.135
196639,15000,11003.0,O_SELECTED,2011-12-30T14:16:51.659,2011-12-30T14:16:51.659,2011-12-30T08:05:26.135
196639,15000,11003.0,O_CREATED,2011-12-30T14:16:52.501,2011-12-30T14:16:52.501,2011-12-30T08:05:26.135
196639,15000,11003.0,O_SENT,2011-12-30T14:16:52.527,2011-12-30T14:16:52.527,2011-12-30T08:05:26.135
196639,15000,11259.0,W_Nabellen offertes,2012-01-05T12:27:54.883,2012-01-05T12:28:05.240,2011-12-30T08:05:26.135
196639,15000,11259.0,O_SENT_BACK,2012-01-05T12:28:03.936,2012-01-05T12:28:03.936,2011-12-30T08:05:26.135
196639,15000,10138.0,W_Valideren aanvraag,2012-01-11T10:00:08.481,2012-01-11T10:24:14.685,2011-12-30T08:05:26.135
196639,15000,11189.0,W_Nabellen incomplete dossiers,2012-01-11T10:30:54.667,2012-01-11T10:34:19.396,2011-12-30T08:05:26.135
196639,15000,11189.0,W_Nabellen incomplete dossiers,2012-01-11T10:52:08.753,2012-01-11T11:01:57.320,2011-12-30T08:05:26.135
196639,15000,10138.0,W_Valideren aanvraag,2012-01-11T11:02:43.712,2012-01-11T11:07:02.526,2011-12-30T08:05:26.135
196639,15000,10138.0,A_APPROVED,2012-01-11T11:06:55.698,2012-01-11T11:06:55.698,2011-12-30T08:05:26.135
196639,15000,10138.0,O_ACCEPTED,2012-01-11T11:06:55.698,2012-01-11T11:06:55.698,2011-12-30T08:05:26.135
196639,15000,10138.0,A_REGISTERED,2012-01-11T11:06:55.699,2012-01-11T11:06:55.699,2011-12-30T08:05:26.135
196639,15000,10138.0,A_ACTIVATED,2012-01-11T11:06:55.699,2012-01-11T11:06:55.699,2011-12-30T08:05:26.135
196642,5000,112.0,A_SUBMITTED,2011-12-30T09:39:55.813,2011-12-30T09:39:55.813,2011-12-30T09:39:55.813
196642,5000,112.0,A_PARTLYSUBMITTED,2011-12-30T09:39:56.056,2011-12-30T09:39:56.056,2011-12-30T09:39:55.813
196642,5000,11003.0,W_Afhandelen leads,2011-12-30T10:07:29.542,2011-12-30T10:09:22.888,2011-12-30T09:39:55.813
196642,5000,11003.0,A_PREACCEPTED,2011-12-30T10:09:21.837,2011-12-30T10:09:21.837,2011-12-30T09:39:55.813
196642,5000,11003.0,W_Completeren aanvraag,2011-12-30T10:10:12.409,2011-12-30T10:10:35.970,2011-12-30T09:39:55.813
196642,5000,11003.0,A_DECLINED,2011-12-30T10:10:32.037,2011-12-30T10:10:32.037,2011-12-30T09:39:55.813
196651,44000,112.0,A_SUBMITTED,2011-12-30T10:17:29.256,2011-12-30T10:17:29.256,2011-12-30T10:17:29.256
196651,44000,112.0,A_PARTLYSUBMITTED,2011-12-30T10:17:29.570,2011-12-30T10:17:29.570,2011-12-30T10:17:29.256
196651,44000,112.0,A_PREACCEPTED,2011-12-30T10:18:06.739,2011-12-30T10:18:06.739,2011-12-30T10:17:29.256
196651,44000,10909.0,W_Completeren aanvraag,2011-12-30T13:28:18.420,2011-12-30T13:35:28.607,2011-12-30T10:17:29.256
196651,44000,10909.0,A_ACCEPTED,2011-12-30T13:34:29.150,2011-12-30T13:34:29.150,2011-12-30T10:17:29.256
196651,44000,10909.0,O_SELECTED,2011-12-30T13:35:26.500,2011-12-30T13:35:26.500,2011-12-30T10:17:29.256
196651,44000,10909.0,A_FINALIZED,2011-12-30T13:35:26.500,2011-12-30T13:35:26.500,2011-12-30T10:17:29.256
196651,44000,10909.0,O_CREATED,2011-12-30T13:35:27.367,2011-12-30T13:35:27.367,2011-12-30T10:17:29.256
196651,44000,10909.0,O_SENT,2011-12-30T13:35:27.402,2011-12-30T13:35:27.402,2011-12-30T10:17:29.256
196651,44000,10909.0,W_Nabellen offertes,2011-12-30T13:35:39.062,2011-12-30T13:35:47.210,2011-12-30T10:17:29.256
196651,44000,10909.0,W_Nabellen offertes,2012-01-07T17:35:39.173,2012-01-07T17:37:08.912,2011-12-30T10:17:29.256
196651,44000,11202.0,A_CANCELLED,2012-01-14T17:02:16.296,2012-01-14T17:02:16.296,2011-12-30T10:17:29.256
196651,44000,11202.0,O_CANCELLED,2012-01-14T17:02:16.296,2012-01-14T17:02:16.296,2011-12-30T10:17:29.256
196654,25000,112.0,A_SUBMITTED,2011-12-30T10:56:28.752,2011-12-30T10:56:28.752,2011-12-30T10:56:28.752
196654,25000,112.0,A_PARTLYSUBMITTED,2011-12-30T10:56:28.909,2011-12-30T10:56:28.909,2011-12-30T10:56:28.752
196654,25000,112.0,A_PREACCEPTED,2011-12-30T10:57:15.475,2011-12-30T10:57:15.475,2011-12-30T10:56:28.752
196654,25000,10909.0,W_Completeren aanvraag,2011-12-30T13:48:47.319,2011-12-30T13:56:15.366,2011-12-30T10:56:28.752
196654,25000,10909.0,A_ACCEPTED,2011-12-30T13:53:26.627,2011-12-30T13:53:26.627,2011-12-30T10:56:28.752
196654,25000,10909.0,A_FINALIZED,2011-12-30T13:56:12.031,2011-12-30T13:56:12.031,2011-12-30T10:56:28.752
196654,25000,10909.0,O_SELECTED,2011-12-30T13:56:12.031,2011-12-30T13:56:12.031,2011-12-30T10:56:28.752
196654,25000,10909.0,O_CREATED,2011-12-30T13:56:13.146,2011-12-30T13:56:13.146,2011-12-30T10:56:28.752
196654,25000,10909.0,O_SENT,2011-12-30T13:56:13.177,2011-12-30T13:56:13.177,2011-12-30T10:56:28.752
196654,25000,10909.0,W_Nabellen offertes,2011-12-30T13:56:29.707,2011-12-30T13:57:24.815,2011-12-30T10:56:28.752
196654,25000,10909.0,O_CANCELLED,2011-12-30T13:57:22.034,2011-12-30T13:57:22.034,2011-12-30T10:56:28.752
196654,25000,10909.0,O_SELECTED,2011-12-30T13:57:22.035,2011-12-30T13:57:22.035,2011-12-30T10:56:28.752
196654,25000,10909.0,O_CREATED,2011-12-30T13:57:23.419,2011-12-30T13:57:23.419,2011-12-30T10:56:28.752
196654,25000,10909.0,O_SENT,2011-12-30T13:57:23.450,2011-12-30T13:57:23.450,2011-12-30T10:56:28.752
196654,25000,10909.0,W_Nabellen offertes,2011-12-30T13:57:34.145,2011-12-30T13:59:31.320,2011-12-30T10:56:28.752
196654,25000,10909.0,W_Nabellen offertes,2012-01-07T17:46:53.106,2012-01-07T17:48:26.661,2011-12-30T10:56:28.752
196654,25000,11259.0,W_Nabellen offertes,2012-01-09T10:48:47.913,2012-01-09T10:49:07.344,2011-12-30T10:56:28.752
196654,25000,11259.0,O_SENT_BACK,2012-01-09T10:49:04.791,2012-01-09T10:49:04.791,2011-12-30T10:56:28.752
196654,25000,10629.0,W_Valideren aanvraag,2012-01-13T09:19:27.855,2012-01-13T09:34:54.299,2011-12-30T10:56:28.752
196654,25000,10629.0,A_REGISTERED,2012-01-13T09:34:43.025,2012-01-13T09:34:43.025,2011-12-30T10:56:28.752
196654,25000,10629.0,A_APPROVED,2012-01-13T09:34:43.025,2012-01-13T09:34:43.025,2011-12-30T10:56:28.752
196654,25000,10629.0,A_ACTIVATED,2012-01-13T09:34:43.025,2012-01-13T09:34:43.025,2011-12-30T10:56:28.752
196654,25000,10629.0,O_ACCEPTED,2012-01-13T09:34:43.025,2012-01-13T09:34:43.025,2011-12-30T10:56:28.752
196657,20000,112.0,A_SUBMITTED,2011-12-30T10:59:58.296,2011-12-30T10:59:58.296,2011-12-30T10:59:58.295
196657,20000,112.0,A_PARTLYSUBMITTED,2011-12-30T10:59:58.450,2011-12-30T10:59:58.450,2011-12-30T10:59:58.295
196657,20000,112.0,A_DECLINED,2011-12-30T11:00:48.009,2011-12-30T11:00:48.009,2011-12-30T10:59:58.295
196660,10000,112.0,A_SUBMITTED,2011-12-30T11:30:08.415,2011-12-30T11:30:08.415,2011-12-30T11:30:08.415
196660,10000,112.0,A_PARTLYSUBMITTED,2011-12-30T11:30:08.793,2011-12-30T11:30:08.793,2011-12-30T11:30:08.415
196660,10000,112.0,A_PREACCEPTED,2011-12-30T11:30:47.136,2011-12-30T11:30:47.136,2011-12-30T11:30:08.415
196660,10000,11019.0,W_Completeren aanvraag,2011-12-30T16:24:57.718,2011-12-30T16:29:03.391,2011-12-30T11:30:08.415
196660,10000,11019.0,W_Completeren aanvraag,2011-12-30T16:30:10.464,2011-12-30T16:36:50.593,2011-12-30T11:30:08.415
196660,10000,11019.0,A_ACCEPTED,2011-12-30T16:34:41.154,2011-12-30T16:34:41.154,2011-12-30T11:30:08.415
196660,10000,11019.0,A_FINALIZED,2011-12-30T16:36:48.060,2011-12-30T16:36:48.060,2011-12-30T11:30:08.415
196660,10000,11019.0,O_SELECTED,2011-12-30T16:36:48.060,2011-12-30T16:36:48.060,2011-12-30T11:30:08.415
196660,10000,11019.0,O_CREATED,2011-12-30T16:36:49.195,2011-12-30T16:36:49.195,2011-12-30T11:30:08.415
196660,10000,11019.0,O_SENT,2011-12-30T16:36:49.225,2011-12-30T16:36:49.225,2011-12-30T11:30:08.415
196660,10000,10939.0,W_Nabellen offertes,2012-01-12T18:51:28.534,2012-01-12T19:35:08.685,2011-12-30T11:30:08.415
196660,10000,10935.0,W_Nabellen offertes,2012-01-13T15:54:10.143,2012-01-13T15:58:18.941,2011-12-30T11:30:08.415
196660,10000,10935.0,O_CANCELLED,2012-01-13T15:58:16.162,2012-01-13T15:58:16.162,2011-12-30T11:30:08.415
196660,10000,10935.0,A_CANCELLED,2012-01-13T15:58:16.162,2012-01-13T15:58:16.162,2011-12-30T11:30:08.415
196663,2500,112.0,A_SUBMITTED,2011-12-30T11:34:06.637,2011-12-30T11:34:06.637,2011-12-30T11:34:06.636
196663,2500,112.0,A_PARTLYSUBMITTED,2011-12-30T11:34:06.811,2011-12-30T11:34:06.811,2011-12-30T11:34:06.636
196663,2500,10861.0,W_Afhandelen leads,2011-12-30T11:36:54.125,2011-12-30T14:10:01.277,2011-12-30T11:34:06.636
196663,2500,10861.0,W_Afhandelen leads,2011-12-30T14:10:14.141,2011-12-30T14:11:21.845,2011-12-30T11:34:06.636
196663,2500,10861.0,A_DECLINED,2011-12-30T14:11:18.816,2011-12-30T14:11:18.816,2011-12-30T11:34:06.636
196669,6000,112.0,A_SUBMITTED,2011-12-30T11:56:52.311,2011-12-30T11:56:52.311,2011-12-30T11:56:52.311
196669,6000,112.0,A_PARTLYSUBMITTED,2011-12-30T11:56:52.598,2011-12-30T11:56:52.598,2011-12-30T11:56:52.311
196669,6000,112.0,A_PREACCEPTED,2011-12-30T11:57:29.600,2011-12-30T11:57:29.600,2011-12-30T11:56:52.311
196669,6000,10861.0,W_Completeren aanvraag,2011-12-30T12:07:02.481,2011-12-30T12:17:16.460,2011-12-30T11:56:52.311
196669,6000,10861.0,A_ACCEPTED,2011-12-30T12:12:31.313,2011-12-30T12:12:31.313,2011-12-30T11:56:52.311
196669,6000,10861.0,A_FINALIZED,2011-12-30T12:17:13.721,2011-12-30T12:17:13.721,2011-12-30T11:56:52.311
196669,6000,10861.0,O_SELECTED,2011-12-30T12:17:13.721,2011-12-30T12:17:13.721,2011-12-30T11:56:52.311
196669,6000,10861.0,O_CREATED,2011-12-30T12:17:15.207,2011-12-30T12:17:15.207,2011-12-30T11:56:52.311
196669,6000,10861.0,O_SENT,2011-12-30T12:17:15.248,2011-12-30T12:17:15.248,2011-12-30T11:56:52.311
196669,6000,10861.0,W_Nabellen offertes,2011-12-30T12:17:36.521,2011-12-30T12:18:10.315,2011-12-30T11:56:52.311
196669,6000,10913.0,W_Nabellen offertes,2011-12-30T18:22:53.121,2011-12-30T18:26:25.467,2011-12-30T11:56:52.311
196669,6000,10913.0,O_CANCELLED,2011-12-30T18:26:23.092,2011-12-30T18:26:23.092,2011-12-30T11:56:52.311
196669,6000,10913.0,O_SELECTED,2011-12-30T18:26:23.092,2011-12-30T18:26:23.092,2011-12-30T11:56:52.311
196669,6000,10913.0,O_CREATED,2011-12-30T18:26:24.211,2011-12-30T18:26:24.211,2011-12-30T11:56:52.311
196669,6000,10913.0,O_SENT,2011-12-30T18:26:24.235,2011-12-30T18:26:24.235,2011-12-30T11:56:52.311
196669,6000,11003.0,W_Nabellen offertes,2012-01-06T15:23:53.118,2012-01-06T15:25:58.408,2011-12-30T11:56:52.311
196669,6000,11003.0,O_SELECTED,2012-01-06T15:25:55.175,2012-01-06T15:25:55.175,2011-12-30T11:56:52.311
196669,6000,11003.0,O_CANCELLED,2012-01-06T15:25:55.175,2012-01-06T15:25:55.175,2011-12-30T11:56:52.311
196669,6000,11003.0,O_CREATED,2012-01-06T15:25:56.479,2012-01-06T15:25:56.479,2011-12-30T11:56:52.311
196669,6000,11003.0,O_SENT,2012-01-06T15:25:56.563,2012-01-06T15:25:56.563,2011-12-30T11:56:52.311
196669,6000,11003.0,W_Nabellen offertes,2012-01-06T15:26:23.686,2012-01-06T15:26:59.106,2011-12-30T11:56:52.311
196669,6000,10899.0,W_Nabellen offertes,2012-01-12T12:35:39.056,2012-01-12T12:36:19.301,2011-12-30T11:56:52.311
196669,6000,10899.0,O_SENT_BACK,2012-01-12T12:36:17.099,2012-01-12T12:36:17.099,2011-12-30T11:56:52.311
196669,6000,10609.0,W_Valideren aanvraag,2012-01-12T14:19:45.901,2012-01-12T14:52:59.664,2011-12-30T11:56:52.311
196669,6000,10609.0,W_Nabellen incomplete dossiers,2012-01-12T14:55:02.213,2012-01-12T14:55:30.735,2011-12-30T11:56:52.311
196669,6000,10910.0,W_Nabellen incomplete dossiers,2012-01-12T15:27:50.891,2012-01-12T15:34:16.714,2011-12-30T11:56:52.311
196669,6000,10789.0,W_Nabellen incomplete dossiers,2012-01-13T10:59:51.037,2012-01-13T11:00:21.008,2011-12-30T11:56:52.311
